크기,무게(ton),속도(km_h),색상,제로백(sec),차량발매연도,정지거리(m)
대형,1.34,79.7,푸른색,14.4,2020,53.399
중형,1.09,116.9,분홍색,26.5,2010,63.711
소형,0.9,81.7,초록색,21.1,2018,36.765
중형,1.3,82.8,검은색,18.5,2020,53.82
중형,1.3,122.7,푸른색,9.0,2009,79.755
대형,1.31,87.9,붉은색,9.6,2016,57.575
소형,1.05,99.4,검은색,12.7,2016,52.185
소형,0.96,102.0,초록색,10.7,2006,48.96
대형,1.39,88.2,회색,20.5,2005,61.299
소형,1.09,84.9,분홍색,17.9,2010,46.271
중형,1.17,80.8,분홍색,8.2,2020,47.268
소형,0.97,104.8,분홍색,14.9,2017,50.828
중형,1.09,93.3,흰색,27.4,2014,50.849
대형,1.49,74.1,붉은색,17.4,2005,55.205
소형,0.99,88.5,검은색,14.4,2012,43.807
중형,1.17,105.8,검은색,12.1,2007,61.893
중형,1.24,124.5,분홍색,18.4,2014,77.19
중형,1.17,97.6,초록색,18.9,2016,57.096
중형,1.18,100.8,푸른색,7.1,2014,59.472
중형,1.24,116.3,초록색,19.0,2021,72.106
중형,1.08,112.9,붉은색,29.7,2019,60.966
중형,1.29,123.2,초록색,24.3,2007,79.464
소형,1.1,95.0,분홍색,22.2,2007,52.25
중형,1.29,96.4,흰색,20.1,2012,62.178
대형,1.4,85.5,초록색,23.5,2015,59.85
중형,1.23,102.8,초록색,20.9,2018,63.222
대형,1.49,86.3,회색,18.2,2012,64.294
소형,0.95,80.2,검은색,21.4,2012,38.095
대형,1.45,82.3,푸른색,16.1,2016,59.668
대형,1.41,82.0,회색,8.8,2009,57.81
소형,0.94,107.4,흰색,16.2,2017,50.478
중형,1.21,92.7,초록색,15.9,2008,56.084
소형,0.94,97.1,초록색,7.0,2014,45.637
대형,1.33,72.8,붉은색,20.1,2010,48.412
중형,1.17,106.9,흰색,26.6,2017,62.536
대형,1.46,87.0,검은색,17.5,2012,63.51
대형,1.39,83.8,분홍색,18.6,2015,58.241
소형,1.08,91.9,분홍색,7.0,2019,49.626
대형,1.42,89.6,흰색,23.5,2016,63.616
중형,1.26,95.4,붉은색,17.5,2019,60.102
대형,1.36,84.6,푸른색,11.0,2016,57.528
중형,1.11,98.5,푸른색,12.6,2020,54.668
중형,1.14,102.1,흰색,13.0,2006,58.197
중형,1.05,119.9,푸른색,27.0,2017,62.948
대형,1.5,71.0,붉은색,19.5,2008,53.25
중형,1.23,106.1,초록색,7.0,2018,65.252
중형,1.29,103.0,푸른색,14.3,2012,66.435
소형,1.06,81.5,붉은색,24.7,2014,43.195
대형,1.26,86.6,흰색,13.4,2010,54.558
중형,1.15,93.8,분홍색,13.3,2017,53.935
소형,1.03,107.8,분홍색,18.0,2019,55.517
중형,1.07,83.1,흰색,23.4,2019,44.459
대형,1.45,88.4,분홍색,7.8,2021,64.09
중형,1.12,120.3,회색,26.6,2009,67.368
대형,1.29,70.2,회색,9.3,2009,45.279
소형,1.01,98.4,분홍색,28.6,2014,49.692
대형,1.49,88.6,검은색,19.2,2016,66.007
소형,1.09,98.0,분홍색,29.0,2012,53.41
중형,1.08,109.8,푸른색,7.7,2019,59.292
대형,1.38,89.6,초록색,11.9,2006,61.824
대형,1.38,86.7,회색,13.8,2008,59.823
대형,1.3,87.4,검은색,23.4,2014,56.81
소형,1.01,109.7,검은색,22.5,2006,55.398
중형,1.18,112.7,푸른색,27.4,2021,66.493
소형,0.95,98.4,초록색,25.9,2020,46.74
소형,0.97,97.9,회색,25.2,2012,47.482
소형,1.03,102.4,푸른색,17.8,2009,52.736
소형,1.09,89.4,검은색,25.8,2014,48.723
중형,1.17,121.6,초록색,27.1,2015,71.136
대형,1.47,74.2,검은색,22.8,2019,54.537
중형,1.06,123.3,푸른색,14.2,2020,65.349
대형,1.41,71.8,회색,25.0,2018,50.619
소형,0.98,88.3,회색,14.2,2018,43.267
대형,1.29,70.7,푸른색,27.1,2008,45.602
대형,1.39,71.3,초록색,7.4,2005,49.553
대형,1.49,74.6,회색,10.6,2017,55.577
중형,1.11,85.4,검은색,26.4,2005,47.397
대형,1.46,81.7,분홍색,20.4,2007,59.641
소형,0.93,101.6,분홍색,27.8,2010,47.244
대형,1.5,70.2,검은색,14.6,2014,52.65
소형,0.94,88.2,회색,17.6,2015,41.454
소형,1.06,87.4,검은색,9.1,2009,46.322
중형,1.23,89.2,붉은색,14.5,2021,54.858
소형,1.0,104.5,푸른색,26.5,2020,52.25
대형,1.44,76.7,검은색,17.8,2006,55.224
대형,1.32,82.5,검은색,14.3,2014,54.45
소형,1.03,107.3,붉은색,9.0,2008,55.26
소형,1.08,85.7,흰색,10.4,2013,46.278
대형,1.31,72.5,푸른색,25.1,2020,47.488
소형,0.91,97.1,푸른색,29.2,2009,44.181
소형,1.06,109.3,붉은색,14.9,2005,57.929
소형,0.94,98.6,분홍색,21.0,2016,46.342
대형,1.31,76.7,흰색,13.0,2015,50.239
중형,1.2,109.2,검은색,11.0,2019,65.52
중형,1.08,103.1,초록색,26.0,2008,55.674
대형,1.43,79.7,붉은색,16.8,2019,56.986
대형,1.28,89.0,회색,25.0,2016,56.96
중형,1.26,80.9,초록색,17.5,2011,50.967
소형,1.09,89.6,붉은색,8.2,2019,48.832
대형,1.31,79.0,회색,24.6,2012,51.745
대형,1.48,81.1,초록색,13.9,2012,60.014
소형,1.02,82.1,초록색,19.8,2012,41.871
대형,1.37,82.8,흰색,23.8,2007,56.718
소형,0.91,95.3,붉은색,14.9,2013,43.362
대형,1.35,79.4,회색,8.7,2020,53.595
중형,1.21,92.9,초록색,24.1,2019,56.205
대형,1.25,74.1,붉은색,10.6,2020,46.313
대형,1.3,82.0,초록색,25.2,2017,53.3
소형,0.98,86.8,붉은색,20.0,2009,42.532
대형,1.38,77.0,푸른색,17.6,2019,53.13
대형,1.4,73.3,회색,11.1,2013,51.31
중형,1.13,99.6,흰색,27.5,2012,56.274
소형,0.98,93.1,회색,29.4,2021,45.619
중형,1.15,111.7,검은색,16.1,2013,64.228
소형,0.96,108.0,흰색,15.9,2007,51.84
대형,1.47,83.0,검은색,11.0,2021,61.005
소형,0.9,108.9,회색,10.5,2007,49.005
소형,1.1,81.0,푸른색,27.9,2019,44.55
대형,1.28,79.8,검은색,26.7,2018,51.072
중형,1.14,84.3,푸른색,18.1,2012,48.051
중형,1.1,110.8,검은색,22.9,2006,60.94
소형,0.92,104.3,분홍색,29.8,2015,47.978
중형,1.09,116.5,초록색,11.2,2005,63.493
중형,1.17,118.9,푸른색,10.1,2014,69.556
중형,1.18,80.6,붉은색,23.5,2006,47.554
소형,1.04,98.7,검은색,14.6,2014,51.324
대형,1.34,85.4,회색,26.9,2018,57.218
중형,1.05,122.7,붉은색,20.7,2020,64.418
대형,1.31,89.6,검은색,17.9,2012,58.688
대형,1.35,89.8,검은색,14.8,2016,60.615
중형,1.28,114.8,분홍색,7.1,2007,73.472
소형,0.93,89.2,검은색,23.4,2021,41.478
소형,1.1,90.6,흰색,13.0,2008,49.83
소형,1.05,83.3,초록색,14.6,2009,43.733
소형,0.94,80.4,분홍색,7.5,2017,37.788
소형,0.94,106.5,검은색,21.1,2008,50.055
대형,1.48,85.2,회색,28.9,2020,63.048
중형,1.13,111.9,붉은색,29.4,2018,63.224
중형,1.08,81.1,초록색,21.7,2005,43.794
대형,1.47,74.9,푸른색,17.9,2019,55.052
소형,1.05,106.9,분홍색,14.1,2010,56.123
대형,1.46,78.3,회색,28.9,2008,57.159
중형,1.28,118.5,흰색,14.8,2020,75.84
대형,1.25,74.3,검은색,18.6,2012,46.438
중형,1.3,91.4,초록색,28.2,2019,59.41
소형,0.93,102.0,붉은색,20.1,2006,47.43
대형,1.27,86.3,초록색,17.8,2005,54.801
중형,1.22,124.1,검은색,17.4,2009,75.701
소형,1.08,105.8,검은색,16.4,2020,57.132
중형,1.1,112.7,흰색,11.0,2013,61.985
소형,1.09,94.5,초록색,15.2,2021,51.503
대형,1.5,78.5,검은색,26.1,2014,58.875
중형,1.1,94.0,분홍색,12.1,2018,51.7
소형,0.9,96.0,회색,20.5,2010,43.2
중형,1.08,112.6,붉은색,22.1,2008,60.804
대형,1.27,78.8,회색,12.8,2010,50.038
소형,1.07,91.9,푸른색,19.1,2008,49.167
소형,0.95,81.9,붉은색,24.9,2020,38.903
소형,0.92,102.9,회색,9.1,2008,47.334
대형,1.35,85.2,분홍색,27.5,2007,57.51
대형,1.42,83.8,회색,23.9,2013,59.498
대형,1.35,82.8,분홍색,12.7,2012,55.89
소형,0.99,87.8,회색,22.7,2007,43.461
중형,1.14,122.4,회색,27.7,2016,69.768
대형,1.46,85.4,푸른색,9.4,2011,62.342
중형,1.27,114.9,초록색,29.8,2008,72.962
중형,1.05,113.2,푸른색,8.6,2019,59.43
소형,1.04,82.7,분홍색,8.3,2015,43.004
대형,1.31,79.6,검은색,15.4,2018,52.138
소형,1.08,84.4,붉은색,11.9,2018,45.576
대형,1.28,86.0,초록색,18.7,2017,55.04
중형,1.13,94.9,회색,19.8,2009,53.619
중형,1.1,85.9,회색,22.5,2018,47.245
중형,1.28,109.7,검은색,7.9,2021,70.208
소형,1.07,98.9,붉은색,22.1,2021,52.912
대형,1.5,71.8,분홍색,15.9,2005,53.85
중형,1.18,115.8,초록색,24.1,2012,68.322
대형,1.39,78.3,푸른색,13.4,2008,54.419
소형,0.98,82.3,붉은색,16.3,2014,40.327
대형,1.43,83.9,초록색,21.1,2012,59.989
중형,1.11,98.7,검은색,19.7,2013,54.779
중형,1.21,122.7,검은색,15.8,2007,74.234
소형,1.01,89.1,검은색,7.9,2014,44.996
대형,1.48,72.4,분홍색,8.7,2011,53.576
중형,1.24,104.7,초록색,17.5,2013,64.914
소형,0.99,86.6,초록색,11.7,2005,42.867
소형,0.99,88.8,흰색,28.5,2020,43.956
대형,1.41,83.8,회색,9.6,2021,59.079
소형,0.93,106.4,회색,25.0,2014,49.476
대형,1.31,87.0,검은색,11.5,2011,56.985
중형,1.15,113.5,초록색,9.4,2008,65.263
소형,1.06,103.6,붉은색,16.7,2008,54.908
소형,1.04,95.3,푸른색,25.9,2016,49.556
소형,1.03,87.9,회색,20.4,2019,45.269
중형,1.09,120.3,검은색,26.2,2012,65.564
대형,1.25,83.9,붉은색,29.6,2008,52.438
대형,1.34,77.6,검은색,16.4,2012,51.992
대형,1.38,71.1,흰색,12.1,2018,49.059
대형,1.26,70.5,흰색,20.9,2020,44.415
소형,0.99,98.5,검은색,16.4,2010,48.758
중형,1.12,111.5,붉은색,8.5,2009,62.44
소형,0.97,106.1,푸른색,16.9,2021,51.459
중형,1.2,112.4,검은색,29.5,2020,67.44
대형,1.26,86.2,회색,19.2,2021,54.306
중형,1.16,102.4,붉은색,19.8,2016,59.392
중형,1.29,121.6,분홍색,14.2,2008,78.432
소형,0.9,88.0,검은색,14.8,2020,39.6
중형,1.24,94.9,회색,8.1,2020,58.838
중형,1.12,102.3,초록색,10.5,2020,57.288
소형,0.92,101.5,초록색,11.2,2013,46.69
소형,1.03,93.6,초록색,17.6,2006,48.204
소형,1.09,92.0,푸른색,28.6,2009,50.14
중형,1.27,124.3,붉은색,21.5,2007,78.931
중형,1.25,119.0,회색,14.0,2016,74.375
대형,1.37,71.3,검은색,7.1,2007,48.84
대형,1.25,87.4,푸른색,22.2,2007,54.625
중형,1.15,84.4,회색,7.2,2011,48.53
대형,1.28,89.3,흰색,12.1,2010,57.152
대형,1.47,89.0,초록색,26.3,2020,65.415
소형,0.96,86.5,분홍색,21.8,2005,41.52
소형,1.08,95.6,검은색,16.1,2019,51.624
소형,1.03,100.9,흰색,9.6,2010,51.964
소형,1.07,86.0,푸른색,18.5,2017,46.01
소형,0.95,80.5,흰색,20.1,2007,38.238
대형,1.42,87.8,회색,9.6,2018,62.338
중형,1.16,101.3,초록색,16.5,2016,58.754
대형,1.41,80.3,분홍색,22.4,2021,56.612
대형,1.4,80.2,분홍색,18.6,2018,56.14
소형,0.91,85.6,분홍색,14.6,2020,38.948
소형,0.91,86.0,검은색,27.7,2017,39.13
대형,1.39,70.8,검은색,7.2,2014,49.206
소형,0.95,87.2,푸른색,10.8,2016,41.42
대형,1.27,70.5,분홍색,16.5,2018,44.767
소형,1.05,105.7,푸른색,9.0,2016,55.493
중형,1.27,93.5,초록색,27.5,2017,59.373
소형,0.95,107.7,검은색,20.0,2011,51.158
대형,1.28,79.3,회색,23.9,2015,50.752
소형,1.0,97.8,흰색,8.4,2018,48.9
대형,1.25,89.3,회색,19.7,2018,55.813
대형,1.43,83.7,흰색,25.2,2016,59.846
대형,1.44,78.6,흰색,9.8,2010,56.592
중형,1.08,92.7,회색,14.9,2020,50.058
대형,1.27,84.0,붉은색,9.8,2006,53.34
중형,1.07,95.1,붉은색,16.8,2021,50.879
대형,1.48,85.4,푸른색,21.2,2010,63.196
대형,1.42,76.5,붉은색,21.8,2019,54.315
중형,1.06,112.4,회색,24.2,2014,59.572
소형,1.04,101.4,분홍색,16.2,2006,52.728
대형,1.39,80.7,회색,25.2,2021,56.087
소형,0.93,85.2,흰색,21.8,2014,39.618
소형,1.07,92.0,붉은색,12.2,2018,49.22
소형,0.93,105.9,검은색,8.0,2009,49.244
대형,1.27,73.9,검은색,15.3,2012,46.927
중형,1.25,104.3,푸른색,13.9,2011,65.188
소형,1.04,93.9,회색,8.5,2018,48.828
대형,1.48,76.0,회색,19.7,2011,56.24
대형,1.5,82.1,초록색,19.5,2020,61.575
대형,1.38,75.4,분홍색,13.4,2011,52.026
대형,1.37,85.2,붉은색,20.2,2009,58.362
소형,1.06,96.8,검은색,16.5,2008,51.304
중형,1.28,96.3,초록색,7.3,2015,61.632
중형,1.24,105.4,붉은색,26.2,2018,65.348
대형,1.3,76.6,초록색,8.2,2018,49.79
소형,0.92,108.6,붉은색,28.7,2020,49.956
중형,1.08,119.7,푸른색,20.0,2010,64.638
대형,1.39,85.0,회색,12.8,2013,59.075
소형,0.96,98.0,초록색,23.6,2016,47.04
중형,1.05,115.7,푸른색,25.0,2013,60.743
대형,1.39,79.2,붉은색,20.2,2007,55.044
대형,1.27,81.3,푸른색,23.9,2015,51.626
중형,1.3,88.1,흰색,20.9,2013,57.265
중형,1.13,98.2,흰색,26.6,2014,55.483
중형,1.22,81.4,흰색,23.6,2008,49.654
중형,1.15,110.6,흰색,24.9,2016,63.595
대형,1.41,73.6,분홍색,28.8,2008,51.888
소형,0.91,104.2,초록색,13.1,2017,47.411
대형,1.43,80.4,초록색,29.8,2017,57.486
중형,1.13,98.6,흰색,16.3,2018,55.709
중형,1.22,120.9,푸른색,26.1,2016,73.749
대형,1.28,87.5,검은색,24.2,2008,56.0
대형,1.49,70.7,푸른색,28.2,2019,52.672
중형,1.29,121.0,분홍색,10.0,2013,78.045
중형,1.18,98.1,흰색,27.0,2017,57.879
중형,1.16,124.7,흰색,16.7,2007,72.326
대형,1.45,76.6,흰색,24.6,2005,55.535
중형,1.11,82.8,분홍색,15.6,2021,45.954
대형,1.42,72.5,분홍색,8.0,2006,51.475
소형,0.93,92.4,회색,18.6,2010,42.966
중형,1.11,98.8,회색,25.9,2008,54.834
대형,1.27,77.5,검은색,22.0,2021,49.212
소형,0.96,105.2,흰색,28.9,2005,50.496
소형,0.91,98.2,검은색,13.2,2013,44.681
중형,1.11,86.2,붉은색,11.4,2013,47.841
대형,1.49,77.5,흰색,24.0,2012,57.737
대형,1.3,82.5,흰색,8.8,2009,53.625
소형,0.93,95.2,검은색,21.8,2018,44.268
중형,1.08,124.0,푸른색,21.6,2021,66.96
대형,1.32,70.7,흰색,24.4,2013,46.662
대형,1.34,70.1,붉은색,8.8,2016,46.967
대형,1.49,73.8,흰색,17.4,2011,54.981
대형,1.37,86.0,푸른색,23.8,2015,58.91
대형,1.26,82.6,분홍색,29.6,2013,52.038
중형,1.28,84.0,검은색,25.5,2006,53.76
중형,1.25,84.3,회색,27.0,2005,52.688
대형,1.4,75.2,푸른색,16.4,2015,52.64
대형,1.31,77.7,흰색,17.1,2020,50.894
소형,0.99,90.2,분홍색,16.1,2008,44.649
대형,1.31,83.4,회색,22.0,2013,54.627
소형,1.06,105.6,초록색,10.1,2017,55.968
중형,1.24,83.6,검은색,18.6,2017,51.832
대형,1.32,76.0,검은색,13.5,2005,50.16
대형,1.29,79.3,회색,26.1,2019,51.149
소형,1.05,100.4,분홍색,23.1,2014,52.71
대형,1.34,87.5,초록색,22.2,2014,58.625
중형,1.18,88.0,붉은색,14.0,2014,51.92
소형,0.93,94.7,검은색,11.3,2017,44.036
중형,1.16,92.5,붉은색,10.1,2020,53.65
대형,1.43,70.1,분홍색,14.9,2016,50.122
소형,1.0,101.7,초록색,27.5,2009,50.85
소형,1.05,80.5,분홍색,28.6,2014,42.263
소형,0.96,81.6,분홍색,11.0,2011,39.168
중형,1.1,90.6,분홍색,29.0,2012,49.83
중형,1.06,90.8,초록색,12.8,2010,48.124
대형,1.47,88.4,검은색,7.3,2013,64.974
소형,1.03,94.1,붉은색,18.7,2006,48.462
소형,0.97,109.1,푸른색,27.1,2010,52.914
중형,1.12,101.0,붉은색,7.1,2006,56.56
대형,1.39,87.7,회색,28.6,2007,60.952
중형,1.23,92.3,분홍색,23.8,2006,56.765
소형,0.98,96.8,붉은색,12.5,2013,47.432
중형,1.14,89.7,회색,22.4,2013,51.129
중형,1.23,88.6,검은색,20.7,2018,54.489
대형,1.29,81.2,흰색,10.7,2018,52.374
소형,0.9,97.8,푸른색,19.3,2018,44.01
대형,1.36,74.1,초록색,22.4,2007,50.388
소형,0.99,104.4,검은색,12.0,2005,51.678
대형,1.36,82.8,흰색,14.9,2007,56.304
중형,1.3,84.4,푸른색,10.4,2014,54.86
중형,1.18,100.6,푸른색,21.6,2008,59.354
대형,1.46,80.2,분홍색,26.4,2014,58.546
대형,1.5,87.5,흰색,13.3,2005,65.625
대형,1.38,73.0,초록색,19.9,2017,50.37
소형,0.92,83.5,분홍색,23.8,2006,38.41
소형,1.0,107.2,흰색,10.9,2015,53.6
대형,1.37,83.2,푸른색,11.0,2009,56.992
중형,1.23,85.6,분홍색,25.2,2014,52.644
중형,1.13,83.2,푸른색,26.2,2014,47.008
소형,0.92,105.7,흰색,27.5,2008,48.622
중형,1.27,125.0,흰색,7.6,2015,79.375
대형,1.29,89.0,회색,19.2,2017,57.405
중형,1.16,113.8,초록색,11.7,2010,66.004
중형,1.13,120.0,초록색,11.1,2008,67.8
대형,1.42,78.8,초록색,18.9,2012,55.948
소형,0.98,105.5,초록색,27.9,2010,51.695
대형,1.3,71.3,초록색,7.0,2005,46.345
대형,1.26,79.8,회색,8.7,2020,50.274
대형,1.29,71.6,푸른색,20.7,2012,46.182
소형,1.04,86.8,분홍색,8.0,2014,45.136
소형,1.05,82.5,검은색,11.8,2007,43.312
중형,1.07,99.1,회색,20.8,2010,53.019
중형,1.25,103.7,분홍색,26.7,2017,64.812
소형,1.02,86.9,분홍색,17.1,2019,44.319
소형,1.06,89.7,붉은색,14.3,2013,47.541
대형,1.38,82.8,흰색,20.1,2011,57.132
중형,1.07,114.3,초록색,8.1,2007,61.151
중형,1.2,115.5,회색,20.4,2018,69.3
중형,1.16,87.9,초록색,16.8,2020,50.982
소형,0.98,94.0,회색,13.6,2008,46.06
소형,0.93,102.9,푸른색,16.1,2015,47.849
소형,0.95,103.2,분홍색,16.8,2017,49.02
대형,1.42,88.7,검은색,15.4,2016,62.977
중형,1.1,90.4,회색,16.4,2008,49.72
대형,1.31,85.3,흰색,27.4,2018,55.872
중형,1.11,90.7,검은색,13.0,2018,50.339
소형,1.01,103.2,푸른색,7.7,2009,52.116
소형,0.93,97.2,초록색,15.1,2011,45.198
대형,1.42,85.3,초록색,25.5,2018,60.563
대형,1.34,86.9,붉은색,27.9,2017,58.223
대형,1.5,89.7,붉은색,8.8,2020,67.275
대형,1.5,71.1,붉은색,30.0,2015,53.325
중형,1.25,93.1,분홍색,19.4,2015,58.188
중형,1.13,114.5,붉은색,22.5,2007,64.693
소형,0.97,109.8,붉은색,9.5,2012,53.253
중형,1.2,98.1,흰색,15.0,2005,58.86
대형,1.34,71.4,붉은색,25.4,2008,47.838
대형,1.48,76.3,흰색,21.5,2018,56.462
소형,1.1,87.0,검은색,8.4,2013,47.85
중형,1.25,102.1,분홍색,14.2,2007,63.813
대형,1.35,84.1,붉은색,11.3,2017,56.768
대형,1.4,81.3,분홍색,22.9,2019,56.91
중형,1.2,87.7,붉은색,25.8,2010,52.62
소형,0.9,96.1,흰색,26.6,2012,43.245
대형,1.29,81.2,회색,19.2,2014,52.374
대형,1.36,78.8,검은색,23.9,2013,53.584
중형,1.11,84.4,초록색,22.9,2007,46.842
중형,1.26,93.1,검은색,27.7,2008,58.653
중형,1.23,96.1,푸른색,18.5,2015,59.102
소형,1.08,82.8,푸른색,9.7,2011,44.712
소형,1.07,96.0,푸른색,9.6,2013,51.36
대형,1.45,81.9,흰색,29.3,2005,59.378
대형,1.28,81.4,분홍색,17.4,2009,52.096
소형,0.95,84.0,회색,24.7,2005,39.9
중형,1.07,106.1,초록색,8.8,2008,56.764
대형,1.49,82.9,검은색,26.3,2005,61.761
소형,1.07,91.2,회색,24.3,2015,48.792
중형,1.26,115.7,회색,18.0,2007,72.891
중형,1.16,108.3,회색,11.8,2010,62.814
중형,1.14,108.7,분홍색,10.2,2009,61.959
소형,0.96,97.4,붉은색,23.8,2017,46.752
소형,1.03,105.3,분홍색,17.2,2006,54.23
소형,0.99,107.4,초록색,20.0,2005,53.163
중형,1.21,116.1,분홍색,12.9,2019,70.24
중형,1.1,101.7,분홍색,17.9,2012,55.935
대형,1.49,79.1,붉은색,9.7,2019,58.93
소형,1.08,87.5,분홍색,19.3,2019,47.25
소형,0.99,84.1,초록색,19.9,2017,41.63
중형,1.25,106.0,분홍색,23.3,2010,66.25
중형,1.27,120.8,검은색,26.8,2006,76.708
중형,1.19,94.5,검은색,29.7,2017,56.227
대형,1.46,70.7,흰색,16.6,2015,51.611
중형,1.06,115.3,분홍색,24.1,2010,61.109
소형,0.97,91.0,푸른색,19.0,2006,44.135
소형,1.05,104.6,검은색,29.8,2021,54.915
소형,1.09,99.2,회색,9.1,2009,54.064
중형,1.19,121.4,초록색,21.3,2006,72.233
대형,1.39,71.3,분홍색,16.3,2016,49.553
소형,0.92,103.8,검은색,23.0,2016,47.748
소형,1.06,101.3,흰색,14.6,2008,53.689
대형,1.28,84.2,푸른색,23.4,2014,53.888
대형,1.44,86.7,초록색,7.7,2012,62.424
대형,1.3,83.1,붉은색,7.7,2013,54.015
중형,1.13,94.5,푸른색,12.7,2015,53.393
소형,1.02,96.3,분홍색,25.9,2019,49.113
대형,1.34,80.3,푸른색,22.1,2014,53.801
대형,1.49,85.5,검은색,27.2,2012,63.697
대형,1.26,71.3,초록색,7.8,2014,44.919
대형,1.48,74.0,검은색,7.6,2015,54.76
대형,1.47,77.7,초록색,16.0,2017,57.11
소형,0.97,89.5,붉은색,24.6,2020,43.407
소형,0.97,94.4,분홍색,12.5,2016,45.784
대형,1.3,88.8,회색,30.0,2006,57.72
중형,1.26,87.2,푸른색,21.1,2006,54.936
중형,1.1,104.9,검은색,18.2,2018,57.695
대형,1.48,80.1,붉은색,10.5,2006,59.274
중형,1.14,103.6,푸른색,29.4,2007,59.052
소형,1.06,91.9,흰색,24.3,2009,48.707
소형,0.96,100.2,붉은색,20.4,2014,48.096
소형,0.98,98.1,회색,23.6,2020,48.069
대형,1.27,85.8,붉은색,7.6,2015,54.483
중형,1.17,114.8,분홍색,15.7,2019,67.158
대형,1.33,81.7,회색,14.9,2009,54.331
소형,1.01,80.8,초록색,25.0,2012,40.804
대형,1.37,75.0,검은색,29.4,2013,51.375
대형,1.44,76.8,푸른색,12.7,2011,55.296
소형,1.04,95.8,초록색,19.8,2014,49.816
소형,1.03,81.3,회색,17.9,2015,41.87
중형,1.05,80.6,붉은색,19.8,2005,42.315
소형,1.07,102.2,붉은색,28.4,2014,54.677
소형,0.96,96.4,초록색,12.7,2015,46.272
중형,1.06,110.7,검은색,8.7,2008,58.671
대형,1.43,83.2,푸른색,28.2,2018,59.488
대형,1.4,82.2,초록색,19.0,2005,57.54
소형,0.92,97.3,회색,7.8,2009,44.758
대형,1.46,73.7,붉은색,19.1,2015,53.801
소형,1.1,97.9,푸른색,20.0,2013,53.845
소형,0.96,100.7,초록색,15.1,2009,48.336
중형,1.09,98.4,초록색,30.0,2011,53.628
소형,0.99,83.7,초록색,9.4,2020,41.431
소형,0.98,108.2,붉은색,15.1,2016,53.018
중형,1.17,84.4,검은색,11.4,2015,49.374
중형,1.21,97.0,붉은색,25.0,2012,58.685
소형,0.94,100.2,푸른색,20.6,2020,47.094
중형,1.07,100.3,초록색,11.5,2014,53.661
중형,1.07,83.4,회색,16.3,2019,44.619
소형,1.09,92.2,검은색,27.2,2008,50.249
중형,1.24,119.6,푸른색,8.1,2009,74.152
소형,1.07,96.1,흰색,22.9,2007,51.414
대형,1.27,77.5,검은색,24.0,2016,49.212
대형,1.33,85.5,회색,25.2,2020,56.858
소형,0.96,102.0,붉은색,21.3,2012,48.96
중형,1.25,121.7,붉은색,27.0,2017,76.062
소형,0.91,88.4,붉은색,8.9,2009,40.222
중형,1.11,116.1,푸른색,19.7,2019,64.436
중형,1.25,107.4,회색,14.1,2006,67.125
중형,1.05,124.5,검은색,15.9,2009,65.362
중형,1.19,115.9,검은색,11.5,2009,68.96
대형,1.36,84.6,푸른색,10.1,2015,57.528
중형,1.3,117.3,푸른색,29.3,2006,76.245
대형,1.4,80.7,흰색,25.3,2014,56.49
대형,1.32,89.1,분홍색,26.0,2020,58.806
대형,1.37,89.1,회색,19.2,2007,61.034
대형,1.46,81.7,회색,8.5,2010,59.641
중형,1.25,88.5,초록색,13.8,2016,55.312
중형,1.05,81.1,흰색,26.8,2012,42.578
중형,1.06,82.1,흰색,16.6,2019,43.513
대형,1.29,87.6,분홍색,24.2,2014,56.502
대형,1.31,87.8,회색,9.0,2012,57.509
중형,1.16,109.0,초록색,29.0,2006,63.22
소형,1.01,105.8,검은색,8.9,2019,53.429
대형,1.42,84.7,회색,14.8,2008,60.137
소형,0.9,108.6,회색,25.7,2009,48.87
대형,1.39,89.9,검은색,13.5,2006,62.481
대형,1.27,76.7,회색,12.6,2012,48.705
중형,1.17,95.7,분홍색,28.0,2007,55.984
중형,1.08,102.5,분홍색,14.9,2018,55.35
소형,0.91,88.6,검은색,22.9,2006,40.313
대형,1.34,88.7,푸른색,28.8,2011,59.429
소형,1.1,91.8,붉은색,9.5,2005,50.49
소형,1.06,80.8,초록색,24.8,2007,42.824
중형,1.26,93.9,푸른색,28.1,2018,59.157
소형,0.92,95.0,푸른색,8.3,2010,43.7
대형,1.36,88.6,회색,28.3,2012,60.248
중형,1.27,86.1,분홍색,11.0,2015,54.674
중형,1.05,121.4,초록색,25.2,2011,63.735
소형,0.93,107.5,붉은색,16.2,2014,49.988
대형,1.31,77.3,붉은색,24.0,2017,50.632
중형,1.14,93.1,흰색,9.7,2018,53.067
